"Homolog > Gene 1 . Primary Identifier","Homolog > Gene 1 > Organism Name","Homolog > Gene 2 . Primary Identifier","Homolog > Gene 2 > Organism Name","Homolog > Relationship","Homolog > Gene 2 > Chromosome Location . End","Homolog > Gene 2 > Chromosome Location . Start","Homolog > Gene 1 > Chromosome Location . End","Homolog > Gene 1 > Chromosome Location . Start","Homolog > Gene 1 > Chromosome > Name","Homolog > Gene 2 > Chromosome > Name","Homolog > Gene 1 > Defline","Homolog > Gene 2 > Defline",
"AC191015.2_FG004","Z. mays","Sobic.002G265700","S. bicolor","many-to-many","65041690","65038796","225484232","225480506","2","Chr02","","",
"AC191015.2_FG004","Z. mays","Sobic.005G157500","S. bicolor","many-to-many","53377376","53375282","225484232","225480506","2","Chr05","","",
"AC191015.2_FG004","Z. mays","Sobic.007G145300","S. bicolor","many-to-many","56242172","56238100","225484232","225480506","2","Chr07","","",
"AC191015.2_FG004","Z. mays","Sobic.008G006500","S. bicolor","many-to-many","532903","529177","225484232","225480506","2","Chr08","","",
"AC191015.2_FG004","Z. mays","Sobic.008G030400","S. bicolor","many-to-many","2703896","2701611","225484232","225480506","2","Chr08","","",
"AC191015.2_FG004","Z. mays","Sobic.008G134200","S. bicolor","many-to-many","48831299","48828088","225484232","225480506","2","Chr08","","",
"AC191048.2_FG006","Z. mays","Sobic.001G055600","S. bicolor","one-to-one","4147745","4147071","4153418","4152738","5","Chr01","","similar to Putative prenylated Rab receptor",
"AC191071.3_FG001","Z. mays","Sobic.001G482000","S. bicolor","one-to-one","68184038","68180608","150491567","150488297","9","Chr01","","similar to Putative uncharacterized protein",
"AC191073.2_FG001","Z. mays","Sobic.010G056700","S. bicolor","many-to-one","4432363","4431716","62585198","62584523","2","Chr10","","",
"AC191097.3_FG007","Z. mays","Sobic.007G001000","S. bicolor","one-to-many","107033","105987","195504977","195504282","4","Chr07","","",
"AC191097.3_FG007","Z. mays","Sobic.K030000","S. bicolor","one-to-many","1318","63","195504977","195504282","4","super_3247","","",
"AC191107.4_FG001","Z. mays","Sobic.001G153000","S. bicolor","many-to-many","12258545","12254963","169256769","169254364","2","Chr01","","",
"AC191107.4_FG001","Z. mays","Sobic.002G265700","S. bicolor","many-to-many","65041690","65038796","169256769","169254364","2","Chr02","","",
"AC191107.4_FG001","Z. mays","Sobic.005G157500","S. bicolor","many-to-many","53377376","53375282","169256769","169254364","2","Chr05","","",
"AC191107.4_FG001","Z. mays","Sobic.007G145300","S. bicolor","many-to-many","56242172","56238100","169256769","169254364","2","Chr07","","",
"AC191107.4_FG001","Z. mays","Sobic.008G006500","S. bicolor","many-to-many","532903","529177","169256769","169254364","2","Chr08","","",
"AC191107.4_FG001","Z. mays","Sobic.008G030400","S. bicolor","many-to-many","2703896","2701611","169256769","169254364","2","Chr08","","",
"AC191107.4_FG001","Z. mays","Sobic.008G134200","S. bicolor","many-to-many","48831299","48828088","169256769","169254364","2","Chr08","","",
"AC191109.3_FG001","Z. mays","Sobic.005G172600","S. bicolor","one-to-one","55625905","55624377","228750254","228749730","2","Chr05","","",
"AC191113.2_FG002","Z. mays","Sobic.006G235800","S. bicolor","one-to-one","58695825","58691049","6357735","6355759","2","Chr06","","",
"AC191246.3_FG006","Z. mays","Sobic.004G176500","S. bicolor","one-to-one","52155389","52153578","172976326","172974500","5","Chr04","","similar to Os02g0555100 protein",
"AC191251.3_FG005","Z. mays","Sobic.001G067000","S. bicolor","one-to-one","5075978","5071241","4996645","4975864","5","Chr01","","similar to Cell differentiation protein rcd1, putative, expressed",
"AC191279.2_FG001","Z. mays","Sobic.001G030800","S. bicolor","many-to-many","2369862","2368492","7318281","7317400","10","Chr01","","",
"AC191279.2_FG001","Z. mays","Sobic.001G031000","S. bicolor","many-to-many","2378379","2376896","7318281","7317400","10","Chr01","","Predicted protein",
"AC191279.2_FG003","Z. mays","Sobic.001G030800","S. bicolor","many-to-many","2369862","2368492","7329110","7328022","10","Chr01","","",
"AC191279.2_FG003","Z. mays","Sobic.001G031000","S. bicolor","many-to-many","2378379","2376896","7329110","7328022","10","Chr01","","Predicted protein",
"AC191305.3_FG002","Z. mays","Sobic.006G048200","S. bicolor","many-to-one","33909055","33906699","217888477","217887578","4","Chr06","","",
"AC191330.3_FG001","Z. mays","Sobic.005G211600","S. bicolor","many-to-many","60180581","60176739","7110013","7106941","1","Chr05","","Predicted protein",
"AC191330.3_FG001","Z. mays","Sobic.009G152500","S. bicolor","many-to-many","50918677","50916416","7110013","7106941","1","Chr09","","",
"AC191330.3_FG001","Z. mays","Sobic.010G102400","S. bicolor","many-to-many","9486048","9482941","7110013","7106941","1","Chr10","","",
"AC191375.3_FG001","Z. mays","Sobic.003G061700","S. bicolor","one-to-one","5405779","5405552","14983055","14982807","3","Chr03","","",
"AC191526.3_FG001","Z. mays","Sobic.001G153000","S. bicolor","many-to-many","12258545","12254963","217811717","217808472","5","Chr01","","",
"AC191526.3_FG001","Z. mays","Sobic.002G265700","S. bicolor","many-to-many","65041690","65038796","217811717","217808472","5","Chr02","","",
"AC191526.3_FG001","Z. mays","Sobic.005G157500","S. bicolor","many-to-many","53377376","53375282","217811717","217808472","5","Chr05","","",
"AC191526.3_FG001","Z. mays","Sobic.007G145300","S. bicolor","many-to-many","56242172","56238100","217811717","217808472","5","Chr07","","",
"AC191526.3_FG001","Z. mays","Sobic.008G006500","S. bicolor","many-to-many","532903","529177","217811717","217808472","5","Chr08","","",
"AC191526.3_FG001","Z. mays","Sobic.008G030400","S. bicolor","many-to-many","2703896","2701611","217811717","217808472","5","Chr08","","",
"AC191526.3_FG001","Z. mays","Sobic.008G134200","S. bicolor","many-to-many","48831299","48828088","217811717","217808472","5","Chr08","","",
"AC191553.3_FG001","Z. mays","Sobic.008G130200","S. bicolor","one-to-one","48154081","48153383","127243178","127242183","3","Chr08","","",
"AC191575.2_FG001","Z. mays","Sobic.001G027300","S. bicolor","one-to-one","2129786","2121951","295380113","295351659","1","Chr01","","similar to Expressed protein",
"AC191589.3_FG003","Z. mays","Sobic.004G135800","S. bicolor","many-to-one","33350821","33349104","72607465","72606681","1","Chr04","","",
"AC191640.3_FG004","Z. mays","Sobic.002G196700","S. bicolor","many-to-many","58543570","58543238","127719361","127714856","4","Chr02","","",
"AC191640.3_FG004","Z. mays","Sobic.003G183100","S. bicolor","many-to-many","48617043","48616483","127719361","127714856","4","Chr03","","",
"AC191640.3_FG004","Z. mays","Sobic.008G169900","S. bicolor","many-to-many","53048638","53048306","127719361","127714856","4","Chr08","","",
"AC191650.3_FG003","Z. mays","Sobic.003G417600","S. bicolor","many-to-one","72363185","72362463","153409259","153408552","3","Chr03","","",
"AC191676.3_FG011","Z. mays","Sobic.001G148800","S. bicolor","one-to-one","11943949","11943099","15564322","15563428","5","Chr01","","similar to Putative uncharacterized protein",
"AC191691.3_FG011","Z. mays","Sobic.005G097300","S. bicolor","one-to-one","15656937","15656013","14238105","14237551","4","Chr05","","similar to Flavin-binding monooxygenase-like family protein",
"AC191708.3_FG001","Z. mays","Sobic.001G030800","S. bicolor","many-to-many","2369862","2368492","78709655","78708555","10","Chr01","","",
"AC191708.3_FG001","Z. mays","Sobic.001G031000","S. bicolor","many-to-many","2378379","2376896","78709655","78708555","10","Chr01","","Predicted protein",
"AC191708.3_FG002","Z. mays","Sobic.001G030800","S. bicolor","many-to-many","2369862","2368492","78756736","78755645","10","Chr01","","",
"AC191708.3_FG002","Z. mays","Sobic.001G031000","S. bicolor","many-to-many","2378379","2376896","78756736","78755645","10","Chr01","","Predicted protein",
"AC191771.3_FG008","Z. mays","Sobic.010G262900","S. bicolor","one-to-one","59739861","59736304","60630484","60628741","5","Chr10","","similar to Os06g0713900 protein",
"AC191803.3_FG006","Z. mays","Sobic.001G539300","S. bicolor","one-to-many","73043791","73043066","181601648","181600144","5","Chr01","","",
"AC191803.3_FG006","Z. mays","Sobic.005G023300","S. bicolor","one-to-many","2115872","2115309","181601648","181600144","5","Chr05","","",
"AC192177.3_FG008","Z. mays","Sobic.007G015800","S. bicolor","one-to-many","1385504","1384616","38828693","38828376","4","Chr07","","",
"AC192177.3_FG008","Z. mays","Sobic.007G016100","S. bicolor","one-to-many","1397554","1396732","38828693","38828376","4","Chr07","","",
"AC192244.3_FG007","Z. mays","Sobic.004G032200","S. bicolor","one-to-one","2621271","2615444","76253070","76249826","5","Chr04","","similar to Putative uncharacterized protein",
"AC192362.3_FG003","Z. mays","Sobic.001G216100","S. bicolor","one-to-one","19949590","19947329","230183764","230180972","1","Chr01","","weakly similar to Putative uncharacterized protein",
"AC192367.2_FG002","Z. mays","Sobic.007G102300","S. bicolor","one-to-one","26309333","26308555","58521812","58518575","4","Chr07","","similar to Putative uncharacterized protein",
"AC192451.3_FG001","Z. mays","Sobic.004G118200","S. bicolor","one-to-one","12506145","12502178","137896628","137892670","5","Chr04","","",
"AC193379.3_FG001","Z. mays","Sobic.003G335000","S. bicolor","one-to-one","65867234","65861874","186125832","186117860","3","Chr03","","similar to Os01g0816600 protein",
"AC193398.3_FG002","Z. mays","Sobic.008G029700","S. bicolor","many-to-one","2635261","2634204","3582824","3582222","4","Chr08","","",
"AC193426.3_FG003","Z. mays","Sobic.005G211600","S. bicolor","many-to-many","60180581","60176739","223112307","223107109","2","Chr05","","Predicted protein",
"AC193426.3_FG003","Z. mays","Sobic.009G152500","S. bicolor","many-to-many","50918677","50916416","223112307","223107109","2","Chr09","","",
"AC193426.3_FG003","Z. mays","Sobic.010G102400","S. bicolor","many-to-many","9486048","9482941","223112307","223107109","2","Chr10","","",
"AC193441.3_FG009","Z. mays","Sobic.005G211600","S. bicolor","many-to-many","60180581","60176739","2852650","2849592","4","Chr05","","Predicted protein",
"AC193441.3_FG009","Z. mays","Sobic.009G152500","S. bicolor","many-to-many","50918677","50916416","2852650","2849592","4","Chr09","","",
"AC193441.3_FG009","Z. mays","Sobic.010G102400","S. bicolor","many-to-many","9486048","9482941","2852650","2849592","4","Chr10","","",
"AC193500.3_FG003","Z. mays","Sobic.001G541700","S. bicolor","one-to-one","73324065","73322908","1779260","1778109","1","Chr01","","",
"AC193591.3_FG001","Z. mays","Sobic.004G107700","S. bicolor","one-to-one","10336860","10335624","227330112","227329606","4","Chr04","","Predicted protein",
"AC193632.2_FG002","Z. mays","Sobic.007G006500","S. bicolor","one-to-one","570431","567382","39829330","39826989","4","Chr07","","",
"AC193645.3_FG006","Z. mays","Sobic.007G037700","S. bicolor","many-to-one","3672336","3669965","82401602","82399998","10","Chr07","","",
"AC193786.3_FG005","Z. mays","Sobic.003G428800","S. bicolor","one-to-one","73233508","73228469","157463805","157462749","8","Chr03","","similar to BHLH transcription factor-like",
"AC194005.3_FG004","Z. mays","Sobic.010G014900","S. bicolor","one-to-one","1225974","1224956","61573991","61573380","6","Chr10","","Predicted protein",
"AC194022.3_FG013","Z. mays","Sobic.003G013600","S. bicolor","one-to-one","1219558","1218625","2783195","2782926","3","Chr03","","similar to Putative uncharacterized protein",
"AC194056.3_FG008","Z. mays","Sobic.003G240600","S. bicolor","one-to-one","57988511","57988251","213630296","213630024","3","Chr03","","",
"AC194103.3_FG006","Z. mays","Sobic.003G288400","S. bicolor","one-to-one","62177124","62174042","18735839","18735054","10","Chr03","","",
"AC194104.3_FG007","Z. mays","Sobic.008G036200","S. bicolor","many-to-one","3367763","3366696","5393161","5392133","10","Chr08","","Predicted protein",
"AC194104.3_FG010","Z. mays","Sobic.008G037100","S. bicolor","many-to-one","3505577","3504715","5379896","5379672","10","Chr08","","",
"AC194163.3_FG001","Z. mays","Sobic.003G158800","S. bicolor","many-to-many","18238468","18235961","138129758","138128775","2","Chr03","","",
"AC194163.3_FG001","Z. mays","Sobic.004G063800","S. bicolor","many-to-many","5146455","5145537","138129758","138128775","2","Chr04","","",
"AC194172.3_FG008","Z. mays","Sobic.002G046600","S. bicolor","many-to-one","4377206","4375476","190108397","190104935","1","Chr02","","similar to Putative uncharacterized protein",
"AC194180.3_FG004","Z. mays","Sobic.003G383000","S. bicolor","many-to-many","69650485","69649838","189417716","189417195","4","Chr03","","",
"AC194180.3_FG004","Z. mays","Sobic.005G039900","S. bicolor","many-to-many","3642002","3641334","189417716","189417195","4","Chr05","","weakly similar to Putative uncharacterized protein",
"AC194180.3_FG004","Z. mays","Sobic.005G040000","S. bicolor","many-to-many","3647144","3646452","189417716","189417195","4","Chr05","","",
"AC194180.3_FG004","Z. mays","Sobic.005G040200","S. bicolor","many-to-many","3656287","3655574","189417716","189417195","4","Chr05","","",
"AC194180.3_FG004","Z. mays","Sobic.005G040400","S. bicolor","many-to-many","3660513","3659815","189417716","189417195","4","Chr05","","",
"AC194180.3_FG004","Z. mays","Sobic.005G040800","S. bicolor","many-to-many","3725085","3724393","189417716","189417195","4","Chr05","","Predicted protein",
"AC194180.3_FG004","Z. mays","Sobic.005G127600","S. bicolor","many-to-many","45837842","45837085","189417716","189417195","4","Chr05","","",
"AC194209.3_FG001","Z. mays","Sobic.009G058300","S. bicolor","one-to-one","6132663","6129846","119248930","119248250","5","Chr09","","",
"AC194256.3_FG010","Z. mays","Sobic.009G106900","S. bicolor","one-to-one","43046430","43045995","164277912","164277616","4","Chr09","","",
"AC194273.3_FG006","Z. mays","Sobic.001G030800","S. bicolor","many-to-many","2369862","2368492","78971887","78970793","10","Chr01","","",
"AC194273.3_FG006","Z. mays","Sobic.001G031000","S. bicolor","many-to-many","2378379","2376896","78971887","78970793","10","Chr01","","Predicted protein",
"AC194273.3_FG007","Z. mays","Sobic.001G030800","S. bicolor","many-to-many","2369862","2368492","78918481","78917353","10","Chr01","","",
"AC194273.3_FG007","Z. mays","Sobic.001G031000","S. bicolor","many-to-many","2378379","2376896","78918481","78917353","10","Chr01","","Predicted protein",
"AC194298.3_FG005","Z. mays","Sobic.003G272900","S. bicolor","one-to-one","60922886","60922698","204655898","204655710","3","Chr03","","similar to Putative uncharacterized protein",
"AC194341.4_FG002","Z. mays","Sobic.003G209000","S. bicolor","one-to-one","54123535","54120516","140929545","140927427","8","Chr03","","similar to Os01g0600000 protein",
"AC194341.4_FG003","Z. mays","Sobic.003G208900","S. bicolor","one-to-one","54120576","54117654","140926362","140924162","8","Chr03","","similar to Os01g0599900 protein",
"AC194341.4_FG004","Z. mays","Sobic.003G207300","S. bicolor","one-to-one","53813270","53810738","140913126","140911384","8","Chr03","","similar to Ribosomal RNA apurinic site specific lyase-like",
"AC194380.3_FG008","Z. mays","Sobic.006G279300","S. bicolor","many-to-one","61867437","61866926","185445921","185442496","1","Chr06","","",
"AC194402.2_FG004","Z. mays","Sobic.001G145300","S. bicolor","one-to-one","11600974","11600549","14671175","14670591","5","Chr01","","",
"AC194425.3_FG005","Z. mays","Sobic.003G316000","S. bicolor","one-to-one","64399461","64397865","191338021","191337216","3","Chr03","","similar to Putative uncharacterized protein",
"AC194457.3_FG001","Z. mays","Sobic.002G121800","S. bicolor","one-to-one","16109232","16104686","39581666","39580164","7","Chr02","","similar to OSIGBa0157K09-H0214G12.16 protein",
"AC194480.3_FG001","Z. mays","Sobic.004G194200","S. bicolor","many-to-one","53869101","53868844","172316563","172316318","1","Chr04","","",
"AC194480.3_FG003","Z. mays","Sobic.004G194200","S. bicolor","many-to-one","53869101","53868844","172238706","172238461","1","Chr04","","",
"AC194828.3_FG004","Z. mays","Sobic.009G158600","S. bicolor","one-to-many","51642316","51641361","150935916","150935119","6","Chr09","","weakly similar to Chromosome undetermined scaffold_222, whole genome shotgun sequence",
"AC194828.3_FG004","Z. mays","Sobic.009G158700","S. bicolor","one-to-many","51646493","51645804","150935916","150935119","6","Chr09","","weakly similar to Photoassimilate-responsive protein PAR-1b-like protein",
